"Date","Czechoslovakia IRS 6M Spot Fwd 2 Years Term Yield","Czechoslovakia IRS 6M Spot Fwd 3 Years Term Yield","Czechoslovakia IRS 6M Spot Fwd 4 Years Term Yield","Czechoslovakia IRS 6M Spot Fwd 5 Years Term Yield","Czechoslovakia IRS 6M Spot Fwd 10 Years Term Yield","Hungary IRS 6M Spot Fwd 2 Years Term Yield","Hungary IRS 6M Spot Fwd 3 Years Term Yield","Hungary IRS 6M Spot Fwd 4 Years Term Yield","Hungary IRS 6M Spot Fwd 5 Years Term Yield","Hungary IRS 6M Spot Fwd 10 Years Term Yield","Israel IRS Spot Fwd 2 Years Term Yield","Israel IRS Spot Fwd 3 Years Term Yield","Israel IRS Spot Fwd 4 Years Term Yield","Israel IRS Spot Fwd 5 Years Term Yield","Israel IRS Spot Fwd 10 Years Term Yield","Poland IRS 3M Spot Fwd 2 Years Term Yield","Poland IRS 3M Spot Fwd 3 Years Term Yield","Poland IRS 3M Spot Fwd 4 Years Term Yield","Poland IRS 3M Spot Fwd 5 Years Term Yield","Poland IRS 3M Spot Fwd 10 Years Term Yield","Sweden IRS Spot Fwd 2 Years Term Yield","Sweden IRS Spot Fwd 3 Years Term Yield","Sweden IRS Spot Fwd 4 Years Term Yield","Sweden IRS Spot Fwd 5 Years Term Yield","Sweden IRS Spot Fwd 10 Years Term Yield","South Africa IRS Spot Fwd 2 Years Term Yield","South Africa IRS Spot Fwd 3 Years Term Yield","South Africa IRS Spot Fwd 4 Years Term Yield","South Africa IRS Spot Fwd 5 Years Term Yield","South Africa IRS Spot Fwd 10 Years Term Yield","US $ 2 Years Term Spot Fwd Mid Rate","US $ 3 Years Term Spot Fwd Mid Rate","US $ 4 Years Term Spot Fwd Mid Rate","US $ 5 Years Term Spot Fwd Mid Rate","US $ 10 Years Term Spot Fwd Mid Rate","Euro (vs. 3M Euribor) 2 Years Term Spot Fwd Mid Rate","Euro (vs. 3M Euribor) 3 Years Term Spot Fwd Mid Rate","Euro (vs. 3M Euribor) 4 Years Term Spot Fwd Mid Rate","Euro (vs. 3M Euribor) 5 Years Term Spot Fwd Mid Rate","Euro (vs. 3M Euribor) 10 Years Term Spot Fwd Mid Rate"
11-Jan-18,1.315,1.46,1.552,1.615,1.8,0.27,0.432,0.597,0.767,1.537,0.225,0.375,0.555,0.755,1.73,1.947,2.127,2.295,2.436,2.885,-0.092,0.149,0.373,0.576,1.288,6.984,7.134,7.294,7.434,7.984,2.166,2.264,2.318,2.357,2.52,-0.19,-0.024,0.143,0.296,0.88
12-Jan-18,1.315,1.465,1.565,1.635,1.82,0.284,0.454,0.627,0.794,1.514,0.23,0.38,0.56,0.76,1.735,1.948,2.127,2.292,2.431,2.877,-0.093,0.156,0.385,0.587,1.294,6.938,7.071,7.221,7.356,7.918,2.196,2.299,2.356,2.395,2.542,-0.18,-0.004,0.164,0.315,0.889
16-Jan-18,1.34,1.495,1.597,1.665,1.84,0.321,0.498,0.666,0.828,1.491,0.21,0.36,0.53,0.725,1.69,1.938,2.11,2.272,2.406,2.842,-0.102,0.136,0.362,0.562,1.28,6.861,6.986,7.128,7.263,7.831,2.218,2.318,2.372,2.41,2.546,-0.186,-0.019,0.145,0.293,0.864
17-Jan-18,1.355,1.52,1.625,1.695,1.865,0.295,0.482,0.66,0.832,1.517,0.225,0.375,0.545,0.74,1.695,1.938,2.118,2.283,2.417,2.853,-0.099,0.142,0.37,0.572,1.289,6.879,7.004,7.144,7.276,7.844,2.244,2.35,2.408,2.447,2.583,-0.191,-0.024,0.141,0.29,0.859
18-Jan-18,1.37,1.54,1.653,1.73,1.895,0.332,0.545,0.747,0.947,1.767,0.23,0.39,0.57,0.77,1.735,1.951,2.136,2.311,2.452,2.895,-0.095,0.151,0.382,0.586,1.308,6.937,7.052,7.185,7.31,7.852,2.249,2.36,2.423,2.466,2.619,-0.191,-0.02,0.149,0.3,0.88
19-Jan-18,1.365,1.55,1.673,1.755,1.93,0.343,0.575,0.8,1.023,1.855,0.235,0.395,0.575,0.775,1.74,1.942,2.132,2.312,2.455,2.901,-0.097,0.149,0.383,0.59,1.319,6.931,7.049,7.181,7.306,7.849,2.263,2.387,2.458,2.507,2.675,-0.198,-0.026,0.145,0.299,0.888
22-Jan-18,1.36,1.548,1.665,1.745,1.925,0.289,0.506,0.719,0.926,1.741,0.235,0.395,0.575,0.78,1.74,1.947,2.138,2.313,2.456,2.905,-0.087,0.161,0.395,0.602,1.327,6.881,6.996,7.128,7.251,7.796,2.273,2.404,2.48,2.534,2.708,-0.196,-0.026,0.141,0.294,0.886
23-Jan-18,1.345,1.528,1.64,1.715,1.9,0.283,0.513,0.738,0.958,1.808,0.235,0.385,0.565,0.765,1.725,1.944,2.135,2.315,2.458,2.907,-0.099,0.147,0.382,0.589,1.315,6.873,6.988,7.121,7.243,7.791,2.244,2.366,2.436,2.483,2.648,-0.195,-0.025,0.145,0.298,0.882
24-Jan-18,1.355,1.548,1.665,1.745,1.945,0.261,0.483,0.706,0.926,1.798,0.24,0.395,0.58,0.785,1.745,1.983,2.188,2.376,2.524,2.973,-0.095,0.154,0.391,0.602,1.337,6.891,7.011,7.151,7.281,7.829,2.264,2.388,2.461,2.51,2.678,-0.191,-0.017,0.157,0.314,0.908
25-Jan-18,1.375,1.57,1.695,1.78,1.98,0.26,0.488,0.71,0.93,1.843,0.245,0.405,0.59,0.793,1.763,1.997,2.219,2.422,2.581,3.032,-0.088,0.169,0.413,0.63,1.351,6.91,7.045,7.195,7.33,7.892,2.269,2.386,2.452,2.493,2.64,-0.186,-0.001,0.184,0.349,0.921
26-Jan-18,1.38,1.58,1.72,1.805,2.005,0.286,0.516,0.741,0.963,1.903,0.24,0.4,0.585,0.785,1.755,2.029,2.279,2.502,2.673,3.129,-0.082,0.184,0.438,0.659,1.372,6.931,7.071,7.231,7.376,7.946,2.303,2.426,2.497,2.54,2.682,-0.179,0.014,0.207,0.376,0.932
29-Jan-18,1.42,1.63,1.775,1.865,2.065,0.319,0.561,0.796,1.024,1.981,0.25,0.42,0.62,0.83,1.8,2.018,2.273,2.503,2.687,3.14,-0.075,0.2,0.461,0.688,1.414,7.001,7.156,7.321,7.471,8.039,2.311,2.437,2.517,2.566,2.719,-0.17,0.034,0.238,0.415,1.004
30-Jan-18,1.395,1.6,1.732,1.82,2.015,0.313,0.555,0.79,1.018,1.948,0.253,0.433,0.633,0.84,1.805,2.011,2.265,2.493,2.677,3.135,-0.089,0.184,0.442,0.671,1.403,7.016,7.171,7.334,7.481,8.056,2.316,2.447,2.526,2.579,2.745,-0.177,0.021,0.222,0.4,0.992
31-Jan-18,1.42,1.625,1.758,1.845,2.035,0.325,0.583,0.83,1.06,1.905,0.253,0.438,0.638,0.84,1.805,2.01,2.266,2.491,2.667,3.121,-0.091,0.181,0.44,0.669,1.397,6.99,7.135,7.295,7.44,8.008,2.332,2.47,2.549,2.6,2.745,-0.181,0.019,0.219,0.395,0.984
01-Feb-18,1.37,1.567,1.695,1.78,1.975,0.351,0.626,0.884,1.114,1.946,0.25,0.433,0.635,0.84,1.815,2.004,2.252,2.47,2.646,3.1,-0.089,0.187,0.448,0.679,1.413,6.974,7.107,7.259,7.402,7.964,2.354,2.501,2.586,2.641,2.804,-0.185,0.015,0.218,0.395,1.006
02-Feb-18,1.4,1.61,1.745,1.835,2.03,0.403,0.721,0.996,1.241,2.106,0.27,0.463,0.668,0.875,1.85,2.023,2.297,2.53,2.716,3.172,-0.081,0.202,0.467,0.704,1.457,7.005,7.145,7.303,7.45,8.008,2.376,2.534,2.628,2.692,2.883,-0.18,0.029,0.238,0.424,1.052
05-Feb-18,1.405,1.615,1.75,1.84,2.035,0.4,0.723,1.018,1.278,2.168,0.255,0.445,0.655,0.88,1.855,2.01,2.282,2.507,2.686,3.139,-0.087,0.191,0.455,0.692,1.451,7.013,7.161,7.321,7.471,8.031,2.318,2.459,2.552,2.617,2.81,-0.184,0.018,0.224,0.409,1.045
06-Feb-18,1.38,1.573,1.688,1.775,1.96,0.4,0.713,1.018,1.293,2.203,0.255,0.44,0.645,0.87,1.845,1.995,2.256,2.471,2.64,3.088,-0.093,0.173,0.427,0.654,1.404,6.991,7.136,7.294,7.441,8.001,2.328,2.464,2.547,2.605,2.792,-0.19,0.001,0.196,0.371,0.991
07-Feb-18,1.375,1.565,1.69,1.78,1.975,0.385,0.7,1.012,1.295,2.195,0.265,0.46,0.675,0.9,1.885,1.988,2.256,2.477,2.648,3.099,-0.087,0.184,0.444,0.677,1.431,6.952,7.092,7.244,7.387,7.939,2.356,2.499,2.587,2.649,2.855,-0.185,0.015,0.218,0.401,1.029
08-Feb-18,1.375,1.565,1.685,1.77,1.965,0.382,0.69,1,1.287,2.19,0.265,0.47,0.7,0.935,1.94,2.001,2.271,2.494,2.67,3.139,-0.074,0.203,0.468,0.704,1.475,6.99,7.13,7.285,7.43,7.97,2.367,2.506,2.596,2.659,2.868,-0.178,0.028,0.237,0.422,1.061
09-Feb-18,1.34,1.53,1.653,1.74,1.935,0.351,0.646,0.941,1.221,2.114,0.27,0.47,0.695,0.93,1.935,1.987,2.25,2.47,2.644,3.122,-0.086,0.183,0.442,0.678,1.453,6.983,7.133,7.293,7.443,7.986,2.329,2.458,2.547,2.614,2.837,-0.18,0.021,0.229,0.419,1.06
12-Feb-18,1.34,1.52,1.645,1.735,1.94,0.351,0.644,0.944,1.226,2.119,0.275,0.475,0.705,0.945,1.95,1.984,2.24,2.458,2.629,3.115,-0.093,0.179,0.446,0.688,1.47,6.941,7.076,7.231,7.381,7.921,2.354,2.487,2.58,2.648,2.863,-0.184,0.019,0.232,0.427,1.079
13-Feb-18,1.335,1.512,1.63,1.715,1.915,0.333,0.613,0.903,1.181,2.053,0.275,0.48,0.71,0.95,1.955,1.99,2.25,2.468,2.637,3.133,-0.097,0.174,0.437,0.678,1.467,6.982,7.122,7.282,7.432,7.974,2.36,2.492,2.579,2.643,2.846,-0.185,0.014,0.224,0.416,1.072
14-Feb-18,1.315,1.508,1.64,1.73,1.94,0.295,0.57,0.853,1.13,2.028,0.29,0.495,0.725,0.965,1.965,1.987,2.242,2.458,2.621,3.115,-0.09,0.188,0.45,0.69,1.475,6.942,7.077,7.232,7.38,7.927,2.435,2.577,2.667,2.734,2.926,-0.183,0.018,0.228,0.42,1.075
15-Feb-18,1.305,1.495,1.635,1.73,1.95,0.313,0.591,0.876,1.156,2.053,0.305,0.51,0.735,0.97,1.96,1.981,2.234,2.444,2.608,3.101,-0.092,0.188,0.451,0.692,1.478,6.864,6.979,7.117,7.249,7.784,2.462,2.601,2.683,2.737,2.906,-0.177,0.026,0.237,0.429,1.087
16-Feb-18,1.285,1.462,1.597,1.69,1.915,0.29,0.563,0.858,1.16,2.125,0.27,0.46,0.675,0.905,1.89,1.979,2.227,2.435,2.596,3.072,-0.097,0.172,0.426,0.662,1.439,6.827,6.927,7.047,7.167,7.697,2.457,2.591,2.671,2.724,2.894,-0.178,0.017,0.218,0.401,1.043
20-Feb-18,1.31,1.5,1.63,1.725,1.96,0.307,0.587,0.9,1.207,2.252,0.285,0.48,0.7,0.925,1.89,1.994,2.254,2.475,2.633,3.124,-0.146,0.118,0.374,0.613,1.415,6.841,6.936,7.051,7.168,7.693,2.49,2.625,2.7,2.747,2.907,-0.176,0.024,0.228,0.414,1.063
21-Feb-18,1.315,1.495,1.62,1.71,1.945,0.3,0.58,0.868,1.158,2.173,0.28,0.485,0.7,0.92,1.875,1.989,2.244,2.455,2.616,3.099,-0.159,0.102,0.357,0.597,1.393,6.788,6.868,6.968,7.073,7.586,2.532,2.673,2.753,2.802,2.967,-0.178,0.02,0.224,0.409,1.052
22-Feb-18,1.31,1.488,1.613,1.7,1.935,0.303,0.598,0.886,1.171,2.196,0.28,0.485,0.705,0.935,1.88,1.982,2.232,2.44,2.599,3.079,-0.158,0.097,0.347,0.577,1.372,6.828,6.911,7.011,7.113,7.613,2.506,2.643,2.718,2.766,2.931,-0.176,0.019,0.221,0.402,1.044
23-Feb-18,1.286,1.459,1.576,1.664,1.896,0.279,0.569,0.852,1.127,2.147,0.275,0.48,0.7,0.92,1.865,1.969,2.209,2.42,2.568,3.045,-0.178,0.069,0.313,0.541,1.324,6.823,6.913,7.013,7.115,7.61,2.485,2.609,2.68,2.724,2.876,-0.178,0.009,0.204,0.379,1.005
26-Feb-18,1.295,1.468,1.583,1.67,1.905,0.285,0.567,0.842,1.11,2.11,0.27,0.47,0.685,0.905,1.85,1.964,2.2,2.402,2.556,3.025,-0.176,0.074,0.317,0.541,1.322,6.829,6.919,7.019,7.124,7.616,2.494,2.611,2.672,2.713,2.859,-0.176,0.012,0.206,0.381,1.002
27-Feb-18,1.315,1.498,1.623,1.71,1.945,0.3,0.595,0.875,1.148,2.148,0.281,0.485,0.705,0.925,1.865,1.96,2.196,2.395,2.547,3.017,-0.168,0.088,0.331,0.557,1.336,6.896,6.996,7.103,7.211,7.716,2.546,2.671,2.741,2.784,2.922,-0.177,0.014,0.21,0.386,1.011
28-Feb-18,1.295,1.48,1.61,1.7,1.92,0.319,0.624,0.911,1.191,2.186,0.27,0.47,0.685,0.905,1.84,1.95,2.183,2.377,2.527,2.992,-0.176,0.076,0.316,0.538,1.311,6.921,7.026,7.141,7.251,7.733,2.535,2.653,2.718,2.758,2.881,-0.179,0.013,0.206,0.379,1.004
01-Mar-18,1.3,1.475,1.595,1.68,1.885,0.32,0.625,0.912,1.192,2.187,0.27,0.47,0.685,0.905,1.84,1.943,2.166,2.355,2.502,2.965,-0.177,0.073,0.313,0.536,1.305,6.845,6.955,7.085,7.205,7.685,2.463,2.57,2.633,2.675,2.809,-0.183,0.007,0.2,0.374,0.993
02-Mar-18,1.285,1.455,1.57,1.65,1.855,0.306,0.603,0.883,1.156,2.166,0.26,0.445,0.65,0.865,1.8,1.938,2.154,2.337,2.482,2.942,-0.171,0.083,0.324,0.547,1.319,6.92,7.035,7.162,7.29,7.775,2.488,2.604,2.673,2.721,2.866,-0.184,0.006,0.196,0.367,0.99
05-Mar-18,1.285,1.455,1.57,1.655,1.85,0.302,0.6,0.88,1.152,2.162,0.255,0.44,0.645,0.86,1.795,1.956,2.176,2.365,2.51,2.982,-0.169,0.083,0.327,0.552,1.32,6.885,6.997,7.122,7.245,7.735,2.508,2.625,2.695,2.741,2.887,-0.183,0.005,0.195,0.368,0.989
06-Mar-18,1.3,1.48,1.607,1.695,1.895,0.321,0.621,0.908,1.186,2.196,0.26,0.443,0.645,0.86,1.795,1.956,2.188,2.377,2.522,3.005,-0.159,0.098,0.348,0.576,1.351,6.839,6.949,7.066,7.179,7.664,2.523,2.642,2.712,2.757,2.891,-0.181,0.014,0.212,0.39,1.02
07-Mar-18,1.3,1.482,1.61,1.7,1.9,0.326,0.623,0.908,1.183,2.188,0.255,0.438,0.638,0.85,1.785,1.902,2.114,2.304,2.451,2.936,-0.157,0.101,0.35,0.577,1.344,6.858,6.96,7.075,7.19,7.685,2.536,2.655,2.722,2.766,2.902,-0.182,0.012,0.207,0.384,1.002
08-Mar-18,1.31,1.492,1.617,1.71,1.91,0.31,0.593,0.88,1.148,2.14,0.255,0.438,0.638,0.85,1.795,1.892,2.088,2.272,2.419,2.909,-0.152,0.105,0.353,0.579,1.333,6.845,6.945,7.055,7.17,7.685,2.544,2.659,2.723,2.763,2.894,-0.184,0.009,0.204,0.379,0.985
09-Mar-18,1.27,1.442,1.565,1.655,1.88,0.318,0.6,0.888,1.155,2.148,0.255,0.438,0.638,0.85,1.795,1.91,2.114,2.3,2.447,2.942,-0.145,0.112,0.36,0.587,1.339,6.827,6.927,7.039,7.157,7.669,2.567,2.685,2.748,2.788,2.918,-0.183,0.014,0.212,0.39,0.998
12-Mar-18,1.27,1.442,1.562,1.65,1.875,0.29,0.557,0.835,1.095,2.077,0.26,0.443,0.643,0.855,1.8,1.903,2.104,2.292,2.439,2.922,-0.145,0.105,0.347,0.57,1.323,6.821,6.924,7.039,7.159,7.669,2.578,2.691,2.748,2.782,2.899,-0.189,0.002,0.195,0.368,0.982
13-Mar-18,1.27,1.442,1.562,1.65,1.875,0.294,0.559,0.834,1.101,2.089,0.255,0.435,0.633,0.845,1.79,1.903,2.107,2.296,2.447,2.938,-0.148,0.098,0.339,0.562,1.312,6.824,6.927,7.042,7.162,7.674,2.588,2.696,2.752,2.785,2.895,-0.194,-0.006,0.187,0.36,0.971
14-Mar-18,1.275,1.45,1.575,1.665,1.885,0.283,0.541,0.806,1.063,2.043,0.255,0.43,0.623,0.833,1.778,1.887,2.087,2.274,2.425,2.913,-0.163,0.078,0.316,0.536,1.282,6.827,6.927,7.042,7.162,7.675,2.572,2.675,2.728,2.762,2.86,-0.202,-0.019,0.169,0.339,0.942
15-Mar-18,1.295,1.478,1.605,1.695,1.9,0.275,0.533,0.798,1.055,2.035,0.255,0.428,0.62,0.83,1.775,1.843,2.036,2.224,2.38,2.877,-0.166,0.075,0.315,0.534,1.274,6.833,6.93,7.043,7.16,7.668,2.582,2.682,2.732,2.763,2.862,-0.206,-0.025,0.162,0.331,0.927
16-Mar-18,1.295,1.48,1.61,1.695,1.9,0.274,0.529,0.791,1.046,2.026,0.26,0.435,0.63,0.84,1.785,1.83,2.023,2.212,2.368,2.864,-0.167,0.073,0.309,0.524,1.259,6.838,6.93,7.043,7.163,7.67,2.614,2.717,2.768,2.798,2.893,-0.21,-0.027,0.159,0.329,0.929
19-Mar-18,1.295,1.48,1.613,1.7,1.905,0.281,0.546,0.809,1.059,2.044,0.26,0.435,0.63,0.84,1.785,1.83,2.026,2.216,2.373,2.869,-0.157,0.081,0.317,0.531,1.263,6.864,6.962,7.077,7.199,7.712,2.601,2.701,2.755,2.786,2.88,-0.207,-0.024,0.164,0.334,0.93
20-Mar-18,1.32,1.512,1.65,1.74,1.93,0.283,0.548,0.813,1.063,2.043,0.26,0.433,0.625,0.835,1.78,1.85,2.054,2.254,2.417,2.918,-0.147,0.096,0.336,0.553,1.284,6.833,6.928,7.043,7.163,7.673,2.641,2.743,2.796,2.827,2.917,-0.206,-0.02,0.171,0.343,0.941
21-Mar-18,1.33,1.52,1.66,1.75,1.94,0.279,0.541,0.804,1.054,2.044,0.265,0.44,0.63,0.84,1.78,1.873,2.076,2.274,2.438,2.938,-0.134,0.112,0.354,0.573,1.303,6.833,6.928,7.043,7.163,7.673,2.649,2.764,2.823,2.858,2.952,-0.204,-0.016,0.178,0.352,0.957
22-Mar-18,1.31,1.495,1.625,1.715,1.91,0.26,0.512,0.77,1.015,2,0.25,0.413,0.595,0.8,1.735,1.845,2.031,2.214,2.365,2.858,-0.156,0.079,0.315,0.528,1.244,6.805,6.892,7.002,7.12,7.62,2.609,2.708,2.758,2.785,2.875,-0.215,-0.038,0.146,0.312,0.901
23-Mar-18,1.3,1.485,1.615,1.705,1.895,0.27,0.527,0.79,1.03,2.025,0.25,0.413,0.593,0.795,1.725,1.85,2.036,2.216,2.368,2.861,-0.153,0.09,0.33,0.545,1.269,6.779,6.859,6.964,7.079,7.577,2.595,2.688,2.736,2.761,2.864,-0.212,-0.033,0.153,0.32,0.913
26-Mar-18,1.3,1.478,1.597,1.68,1.865,0.27,0.528,0.783,1.02,2.018,0.26,0.423,0.6,0.795,1.725,1.847,2.031,2.208,2.359,2.853,-0.151,0.09,0.327,0.54,1.256,6.763,6.843,6.948,7.058,7.553,2.61,2.707,2.756,2.783,2.873,-0.211,-0.032,0.155,0.322,0.912
27-Mar-18,1.275,1.442,1.565,1.645,1.82,0.259,0.509,0.762,0.999,2.009,0.26,0.425,0.6,0.795,1.73,1.837,2.023,2.208,2.361,2.866,-0.151,0.084,0.314,0.521,1.233,6.748,6.826,6.928,7.041,7.536,2.553,2.643,2.69,2.717,2.811,-0.216,-0.043,0.14,0.303,0.892
28-Mar-18,1.285,1.445,1.555,1.63,1.8,0.261,0.506,0.746,0.976,1.986,0.253,0.415,0.588,0.778,1.713,1.835,2.021,2.2,2.352,2.849,-0.156,0.076,0.3,0.506,1.215,6.779,6.864,6.971,7.086,7.571,2.567,2.647,2.69,2.715,2.796,-0.217,-0.047,0.13,0.29,0.886
29-Mar-18,1.275,1.438,1.552,1.63,1.79,0.271,0.516,0.761,0.996,2.016,0.263,0.428,0.603,0.793,1.728,1.83,2.011,2.188,2.339,2.836,-0.158,0.067,0.29,0.495,1.205,6.776,6.879,6.999,7.126,7.611,2.578,2.654,2.689,2.707,2.778,-0.215,-0.047,0.129,0.29,0.884
02-Apr-18,1.275,1.438,1.552,1.63,1.79,0.271,0.516,0.761,0.996,2.016,0.263,0.428,0.603,0.793,1.728,1.83,2.011,2.188,2.339,2.836,-0.158,0.067,0.29,0.495,1.205,6.776,6.879,6.999,7.126,7.611,2.557,2.633,2.669,2.69,2.764,-0.215,-0.047,0.129,0.29,0.884
03-Apr-18,1.285,1.452,1.567,1.65,1.82,0.284,0.534,0.784,1.024,2.059,0.26,0.43,0.605,0.8,1.735,1.845,2.026,2.211,2.369,2.873,-0.161,0.065,0.286,0.491,1.202,6.776,6.879,6.999,7.126,7.611,2.595,2.675,2.714,2.735,2.808,-0.213,-0.044,0.131,0.289,0.878
04-Apr-18,1.27,1.433,1.548,1.63,1.8,0.28,0.533,0.785,1.028,2.058,0.26,0.43,0.605,0.8,1.735,1.815,1.991,2.168,2.321,2.813,-0.169,0.053,0.271,0.474,1.18,6.816,6.926,7.044,7.166,7.656,2.6,2.681,2.723,2.747,2.82,-0.214,-0.049,0.125,0.281,0.865
05-Apr-18,1.305,1.47,1.585,1.665,1.84,0.283,0.541,0.798,1.046,2.081,0.27,0.445,0.63,0.83,1.77,1.817,2.001,2.183,2.339,2.833,-0.158,0.069,0.293,0.498,1.205,6.804,6.904,7.021,7.139,7.624,2.624,2.711,2.755,2.78,2.865,-0.208,-0.037,0.139,0.297,0.886
06-Apr-18,1.27,1.435,1.545,1.63,1.81,0.284,0.541,0.799,1.046,2.074,0.27,0.445,0.63,0.83,1.77,1.817,1.991,2.166,2.319,2.806,-0.151,0.07,0.289,0.491,1.192,6.809,6.916,7.039,7.159,7.639,2.591,2.668,2.707,2.729,2.806,-0.21,-0.043,0.129,0.285,0.867
09-Apr-18,1.27,1.435,1.545,1.625,1.805,0.27,0.52,0.767,1.01,2.025,0.27,0.445,0.635,0.84,1.785,1.815,1.986,2.158,2.309,2.791,-0.148,0.074,0.296,0.5,1.202,6.82,6.927,7.052,7.175,7.662,2.592,2.671,2.709,2.731,2.809,-0.209,-0.04,0.134,0.292,0.873
10-Apr-18,1.265,1.427,1.538,1.615,1.795,0.256,0.511,0.756,0.991,1.996,0.27,0.45,0.64,0.845,1.785,1.817,1.981,2.148,2.299,2.773,-0.149,0.074,0.297,0.5,1.202,6.837,6.952,7.079,7.204,7.699,2.613,2.691,2.727,2.746,2.821,-0.199,-0.028,0.146,0.301,0.872
11-Apr-18,1.26,1.415,1.528,1.6,1.78,0.25,0.5,0.745,0.98,1.987,0.27,0.45,0.645,0.85,1.79,1.795,1.941,2.098,2.244,2.711,-0.15,0.069,0.286,0.487,1.186,6.829,6.939,7.064,7.189,7.681,2.622,2.697,2.734,2.755,2.824,-0.204,-0.037,0.131,0.282,0.848
12-Apr-18,1.255,1.413,1.522,1.6,1.77,0.26,0.508,0.76,0.993,2.008,0.265,0.445,0.64,0.85,1.8,1.808,1.946,2.1,2.244,2.708,-0.167,0.053,0.277,0.481,1.187,6.828,6.938,7.061,7.183,7.673,2.663,2.745,2.784,2.805,2.872,-0.203,-0.036,0.137,0.29,0.868
13-Apr-18,1.25,1.407,1.522,1.6,1.77,0.263,0.515,0.765,0.995,2.018,0.27,0.45,0.64,0.845,1.805,1.82,1.966,2.123,2.267,2.733,-0.171,0.049,0.271,0.474,1.186,6.82,6.927,7.047,7.17,7.655,2.682,2.761,2.795,2.81,2.866,-0.205,-0.038,0.134,0.288,0.869
16-Apr-18,1.25,1.413,1.53,1.61,1.785,0.26,0.52,0.777,1.015,2.05,0.275,0.455,0.655,0.86,1.82,1.827,1.984,2.158,2.309,2.788,-0.168,0.056,0.28,0.485,1.2,6.82,6.928,7.048,7.17,7.658,2.686,2.764,2.796,2.811,2.861,-0.204,-0.035,0.14,0.298,0.881
17-Apr-18,1.245,1.4,1.518,1.6,1.775,0.255,0.51,0.763,0.998,2.033,0.275,0.455,0.655,0.86,1.82,1.817,1.972,2.146,2.294,2.773,-0.175,0.047,0.27,0.473,1.188,6.8,6.907,7.027,7.147,7.635,2.683,2.76,2.789,2.799,2.849,-0.208,-0.042,0.13,0.286,0.867
18-Apr-18,1.23,1.385,1.505,1.59,1.76,0.25,0.505,0.757,1,2.04,0.285,0.465,0.665,0.87,1.83,1.81,1.958,2.126,2.272,2.744,-0.169,0.055,0.279,0.486,1.2,6.757,6.862,6.979,7.099,7.599,2.716,2.798,2.832,2.848,2.895,-0.207,-0.039,0.135,0.294,0.875
19-Apr-18,1.24,1.4,1.522,1.61,1.78,0.252,0.519,0.782,1.034,2.084,0.285,0.465,0.665,0.87,1.83,1.817,1.97,2.146,2.299,2.773,-0.139,0.094,0.328,0.541,1.263,6.76,6.863,6.98,7.1,7.593,2.723,2.812,2.854,2.875,2.938,-0.203,-0.025,0.161,0.327,0.926
20-Apr-18,1.25,1.41,1.535,1.62,1.795,0.245,0.51,0.77,1.02,2.07,0.305,0.5,0.7,0.915,1.87,1.82,1.985,2.166,2.321,2.801,-0.126,0.113,0.349,0.563,1.285,6.765,6.872,6.992,7.112,7.602,2.739,2.836,2.882,2.909,2.985,-0.203,-0.023,0.161,0.327,0.934
23-Apr-18,1.265,1.427,1.555,1.64,1.81,0.253,0.523,0.788,1.043,2.105,0.34,0.555,0.77,0.99,1.945,1.825,1.998,2.186,2.349,2.831,-0.118,0.123,0.363,0.582,1.31,6.825,6.945,7.07,7.192,7.687,2.747,2.847,2.896,2.926,3,-0.195,-0.013,0.175,0.344,0.953
24-Apr-18,1.255,1.417,1.548,1.635,1.81,0.251,0.516,0.781,1.036,2.093,0.34,0.555,0.77,0.985,1.925,1.817,1.99,2.18,2.346,2.831,-0.119,0.122,0.365,0.586,1.313,6.849,6.979,7.111,7.236,7.731,2.741,2.839,2.888,2.917,3.005,-0.192,-0.011,0.176,0.344,0.956
25-Apr-18,1.25,1.415,1.548,1.64,1.815,0.261,0.528,0.796,1.053,2.111,0.33,0.54,0.755,0.975,1.905,1.825,2.018,2.22,2.389,2.881,-0.124,0.119,0.366,0.588,1.318,6.874,7.014,7.159,7.294,7.794,2.763,2.863,2.919,2.954,3.056,-0.191,-0.007,0.183,0.353,0.966
26-Apr-18,1.23,1.39,1.522,1.615,1.795,0.259,0.499,0.764,1.019,2.077,0.315,0.515,0.73,0.95,1.875,1.82,2.002,2.191,2.354,2.844,-0.15,0.086,0.326,0.545,1.272,6.851,6.976,7.111,7.241,7.726,2.746,2.846,2.898,2.928,3.019,-0.196,-0.018,0.166,0.332,0.932
27-Apr-18,1.22,1.377,1.508,1.6,1.78,0.275,0.51,0.77,1.02,2.07,0.31,0.51,0.725,0.945,1.87,1.817,1.992,2.175,2.337,2.824,-0.168,0.065,0.303,0.521,1.244,6.851,6.976,7.111,7.241,7.726,2.736,2.833,2.88,2.907,2.986,-0.2,-0.026,0.156,0.32,0.915
30-Apr-18,1.225,1.383,1.51,1.605,1.785,0.272,0.507,0.767,1.017,2.062,0.305,0.505,0.72,0.94,1.865,1.823,2,2.183,2.346,2.833,-0.165,0.066,0.303,0.52,1.244,6.845,6.965,7.097,7.225,7.7,2.748,2.837,2.88,2.903,2.967,-0.204,-0.032,0.151,0.315,0.914
